customer_id,date,consumption_m3,billed,paid,country
1,01-01-20,64.10100499,20000,20000,Cameroon
1,01-02-20,70.65384328,23102.69415,23102.69415,Cameroon
1,01-03-20,97.48230587,25702.11084,25702.11084,Cameroon
1,01-04-20,79.52440463,21995.66981,21995.66981,Cameroon
1,01-05-20,383.7804047,131922.1422,131922.1422,Cameroon
1,01-06-20,123.9211901,34751.38402,34751.38402,Cameroon
1,01-07-20,59.64993073,20000,20000,Cameroon
1,01-08-20,82.37710999,21832.8009,21832.8009,Cameroon
1,01-09-20,103.7426772,26955.18554,26955.18554,Cameroon
1,01-10-20,18.22426415,20000,20000,Cameroon
1,01-11-20,73.63773608,21977.53918,21977.53918,Cameroon
1,01-12-20,49.11088778,20000,16041.29179,Cameroon
1,01-01-21,245.5427291,65257.87612,65257.87612,Cameroon
1,01-02-21,68.8079289,20000,12593.41466,Cameroon
1,01-03-21,190.4618211,62288.96548,62288.96548,Cameroon
1,01-04-21,67.35772266,20000,20000,Cameroon
1,01-05-21,202.0480788,67915.04581,67915.04581,Cameroon
1,01-06-21,70.04412998,20000,20000,Cameroon
1,01-07-21,91.24878956,25418.59776,25418.59776,Cameroon
1,01-08-21,228.1747727,49447.20824,49447.20824,Cameroon
1,01-09-21,62.74580588,20000,10515.84999,Cameroon
1,01-10-21,67.25848706,20000,20000,Cameroon
1,01-11-21,37.37097315,20000,20000,Cameroon
1,01-12-21,48.78997915,20000,20000,Cameroon
1,01-01-22,89.7545316,29094.34582,29094.34582,Cameroon
1,01-02-22,57.11636726,20000,20000,Cameroon
1,01-03-22,50.91109191,20000,20000,Cameroon
1,01-04-22,62.76086498,20000,16599.21035,Cameroon
1,01-05-22,120.1260132,26902.09,19664.57789,Cameroon
1,01-06-22,165.8209306,53822.75963,32881.08542,Cameroon
1,01-07-22,54.75622105,20000,10192.20954,Cameroon
1,01-08-22,204.7006459,63463.10721,63463.10721,Cameroon
1,01-09-22,195.5224488,54767.20127,54767.20127,Cameroon
1,01-10-22,62.66684366,20000,20000,Cameroon
1,01-11-22,45.78146429,20000,20000,Cameroon
1,01-12-22,73.1897372,20000,20000,Cameroon
1,01-01-23,134.7568672,41860.80412,41860.80412,Cameroon
1,01-02-23,282.1163824,79311.60698,79311.60698,Cameroon
1,01-03-23,112.9199406,34587.54032,34587.54032,Cameroon
1,01-04-23,126.8916222,34528.80247,34528.80247,Cameroon
1,01-05-23,36.30034555,20000,20000,Cameroon
1,01-06-23,95.23929865,26231.34776,26231.34776,Cameroon
1,01-07-23,142.8592386,46293.54471,46293.54471,Cameroon
1,01-08-23,139.704771,36732.08162,36732.08162,Cameroon
1,01-09-23,78.91880274,22729.50427,22729.50427,Cameroon
1,01-10-23,203.438536,48388.33607,48388.33607,Cameroon
1,01-11-23,139.8137496,31112.42555,31112.42555,Cameroon
1,01-12-23,147.4841625,35418.95994,35418.95994,Cameroon
1,01-01-24,115.3933456,24894.51036,24894.51036,Cameroon
