customer_id,date,consumption_m3,billed,paid,country
1,01-01-20,70.63339658,20000,20000,Malawi
1,01-02-20,120.8216814,35234.70244,31395.738,Malawi
1,01-03-20,82.90730528,21187.85963,21187.85963,Malawi
1,01-04-20,76.85057034,25829.86036,25829.86036,Malawi
1,01-05-20,90.18774017,26525.72309,26525.72309,Malawi
1,01-06-20,12.43704996,20000,20000,Malawi
1,01-07-20,55.25073997,20000,20000,Malawi
1,01-08-20,126.7706183,29940.94555,26788.09235,Malawi
1,01-09-20,82.35109533,25529.76087,25529.76087,Malawi
1,01-10-20,63.13871804,20000,20000,Malawi
1,01-11-20,71.77324546,20000,20000,Malawi
1,01-12-20,103.3689735,27670.41912,27670.41912,Malawi
1,01-01-21,87.41132898,25982.44559,21553.72166,Malawi
1,01-02-21,188.0053366,55139.461,55139.461,Malawi
1,01-03-21,58.74272808,20000,14267.96503,Malawi
1,01-04-21,79.89584397,21501.5798,21501.5798,Malawi
1,01-05-21,142.8396603,34872.66323,34872.66323,Malawi
1,01-06-21,58.50714339,20000,20000,Malawi
1,01-07-21,44.74400258,20000,20000,Malawi
1,01-08-21,46.39142,20000,20000,Malawi
1,01-09-21,81.58451047,20658.37326,20658.37326,Malawi
1,01-10-21,93.9915888,22887.28685,22887.28685,Malawi
1,01-11-21,109.9351077,28645.00918,28645.00918,Malawi
1,01-12-21,59.40544201,20163.35424,20163.35424,Malawi
1,01-01-22,106.0419764,22267.35259,22267.35259,Malawi
1,01-02-22,61.73621361,20000,20000,Malawi
1,01-03-22,110.9878886,22601.9906,22601.9906,Malawi
1,01-04-22,110.1828687,28147.22828,28147.22828,Malawi
1,01-05-22,27.23087833,20000,20000,Malawi
1,01-06-22,192.0325199,53417.09503,53417.09503,Malawi
1,01-07-22,69.66047124,21951.37068,11725.14712,Malawi
1,01-08-22,110.3288286,30887.47913,30887.47913,Malawi
1,01-09-22,58.75201124,20000,20000,Malawi
1,01-10-22,87.6147496,28375.24805,28375.24805,Malawi
1,01-11-22,101.052383,27986.349,27986.349,Malawi
1,01-12-22,105.9069559,21689.64456,21689.64456,Malawi
1,01-01-23,209.5337815,72033.20485,72033.20485,Malawi
1,01-02-23,151.2003833,39275.00303,39275.00303,Malawi
1,01-03-23,46.5599791,20000,20000,Malawi
1,01-04-23,76.24069729,22370.23739,22370.23739,Malawi
1,01-05-23,99.02692572,34048.00722,34048.00722,Malawi
1,01-06-23,85.42901798,25925.61919,25925.61919,Malawi
1,01-07-23,41.28276334,20000,11086.92068,Malawi
1,01-08-23,39.42835496,20000,20000,Malawi
1,01-09-23,99.94305604,30615.08648,30615.08648,Malawi
1,01-10-23,104.5332194,22579.51759,22579.51759,Malawi
1,01-11-23,80.98883743,20000,20000,Malawi
1,01-12-23,164.6579233,50570.70055,50570.70055,Malawi
1,01-01-24,115.9594143,31333.40215,31333.40215,Malawi
1,01-02-24,32.09316457,20000,20000,Malawi
1,01-03-24,145.7423335,36490.57784,36490.57784,Malawi
1,01-04-24,66.47647033,22038.46176,22038.46176,Malawi
1,01-05-24,161.1426097,46629.53139,46629.53139,Malawi
1,01-06-24,198.9403175,61265.38547,61265.38547,Malawi
1,01-07-24,41.02979389,20000,14636.58803,Malawi
1,01-08-24,102.9552427,28534.08506,16790.53427,Malawi
1,01-09-24,178.9735674,44126.60253,44126.60253,Malawi
1,01-10-24,165.8010809,53439.97027,53439.97027,Malawi
1,01-11-24,200.2191852,67943.60715,67943.60715,Malawi
1,01-12-24,88.69911378,24759.23303,24759.23303,Malawi
2,01-01-20,69.74943037,24086.33095,24086.33095,Malawi
2,01-02-20,78.2672667,26190.91481,26190.91481,Malawi
2,01-03-20,129.5314929,28192.24438,28192.24438,Malawi
2,01-04-20,95.99725013,32850.05245,32850.05245,Malawi
2,01-05-20,185.3944137,55452.46027,55452.46027,Malawi
2,01-06-20,100.2911342,25506.15595,25506.15595,Malawi
2,01-07-20,59.15784097,20000,20000,Malawi
2,01-08-20,173.3138744,36207.18789,36207.18789,Malawi
2,01-09-20,82.22354209,21063.72103,21063.72103,Malawi
2,01-10-20,246.6216543,85931.96035,85931.96035,Malawi
2,01-11-20,129.0768678,29821.29711,28191.78429,Malawi
2,01-12-20,100.3938403,21730.04117,21730.04117,Malawi
2,01-01-21,176.7164489,41518.28141,41518.28141,Malawi
2,01-02-21,303.3349469,90496.78684,90496.78684,Malawi
2,01-03-21,84.98650908,24901.05244,12638.96171,Malawi
2,01-04-21,221.715582,73692.29577,52992.14569,Malawi
2,01-05-21,117.7364982,25307.65436,25307.65436,Malawi
2,01-06-21,106.378143,32919.83444,32919.83444,Malawi
2,01-07-21,86.21151144,20000,20000,Malawi
2,01-08-21,58.04924412,20000,18011.62378,Malawi
2,01-09-21,34.92231126,20000,16555.82482,Malawi
2,01-10-21,90.35670384,29343.42746,29343.42746,Malawi
2,01-11-21,134.3573607,30763.15946,30763.15946,Malawi
2,01-12-21,48.57329232,20000,20000,Malawi
2,01-01-22,206.7827422,58901.79844,51553.01245,Malawi
2,01-02-22,123.059819,42927.7404,42927.7404,Malawi
2,01-03-22,68.91663127,20000,20000,Malawi
2,01-04-22,100.9252234,28679.92596,28679.92596,Malawi
2,01-05-22,61.6285764,20055.98848,20055.98848,Malawi
2,01-06-22,43.55499057,20000,10741.25444,Malawi
2,01-07-22,240.5401247,68901.27369,64701.97732,Malawi
2,01-08-22,161.8483367,48075.50188,48075.50188,Malawi
2,01-09-22,90.54729936,30524.61572,30524.61572,Malawi
2,01-10-22,69.1796234,21343.98356,21343.98356,Malawi
2,01-11-22,136.9192799,39841.50712,39841.50712,Malawi
2,01-12-22,62.22745472,20000,20000,Malawi
2,01-01-23,75.02593632,25353.95791,22280.77326,Malawi
2,01-02-23,166.6218244,53731.53206,53731.53206,Malawi
2,01-03-23,170.538726,53631.09684,53631.09684,Malawi
2,01-04-23,45.50700469,20000,20000,Malawi
2,01-05-23,130.2805367,41290.94118,41290.94118,Malawi
2,01-06-23,81.16279202,28236.17647,28236.17647,Malawi
2,01-07-23,43.07033858,20000,20000,Malawi
2,01-08-23,239.8613185,66975.21367,66975.21367,Malawi
2,01-09-23,117.1287303,30922.73962,30922.73962,Malawi
2,01-10-23,99.04259014,29564.63039,29564.63039,Malawi
2,01-11-23,70.72073301,20000,20000,Malawi
2,01-12-23,28.75030511,20000,20000,Malawi
2,01-01-24,36.37038999,20000,20000,Malawi
2,01-02-24,67.74460473,20253.03289,14145.5975,Malawi
2,01-03-24,111.0875325,32806.40034,32806.40034,Malawi
2,01-04-24,126.8372336,35378.53481,35378.53481,Malawi
2,01-05-24,66.63946972,21933.71761,21933.71761,Malawi
2,01-06-24,48.54985257,20000,20000,Malawi
2,01-07-24,108.3185473,28796.74443,28796.74443,Malawi
2,01-08-24,28.3042996,20000,20000,Malawi
2,01-09-24,136.7574493,44965.03061,44965.03061,Malawi
2,01-10-24,103.3306122,25634.63023,25634.63023,Malawi
2,01-11-24,19.52246315,20000,20000,Malawi
2,01-12-24,407.1862144,124129.0162,124129.0162,Malawi
3,01-01-20,34.88267673,20000,17194.21317,Malawi
3,01-02-20,147.8824268,33574.68336,33574.68336,Malawi
3,01-03-20,70.82553204,20000,20000,Malawi
3,01-04-20,116.9486979,35927.11311,35927.11311,Malawi
3,01-05-20,62.36499678,20000,20000,Malawi
3,01-06-20,129.7892507,35952.693,35952.693,Malawi
3,01-07-20,314.5328444,75761.85469,52983.84602,Malawi
3,01-08-20,110.8075713,35237.08077,35237.08077,Malawi
3,01-09-20,42.59128382,20000,20000,Malawi
3,01-10-20,45.38816038,20000,20000,Malawi
3,01-11-20,70.63544109,20000,20000,Malawi
3,01-12-20,61.15228876,20000,20000,Malawi
3,01-01-21,76.50982958,20282.11933,20282.11933,Malawi
3,01-02-21,80.85664043,20554.3997,19122.53565,Malawi
3,01-03-21,104.8328834,22588.84908,22588.84908,Malawi
3,01-04-21,155.9806071,53109.02633,53109.02633,Malawi
3,01-05-21,71.59719427,20000,12471.30208,Malawi
3,01-06-21,107.0516767,22824.7481,22824.7481,Malawi
3,01-07-21,94.36479097,29472.01848,29472.01848,Malawi
3,01-08-21,45.79552403,20000,20000,Malawi
3,01-09-21,109.2475581,28932.99218,28932.99218,Malawi
3,01-10-21,71.14642266,20375.172,20375.172,Malawi
3,01-11-21,74.4869157,24669.31779,24669.31779,Malawi
3,01-12-21,144.2500668,48418.73957,48418.73957,Malawi
3,01-01-22,71.37679789,20910.79402,20910.79402,Malawi
3,01-02-22,91.0940234,24770.95115,24770.95115,Malawi
3,01-03-22,121.264125,28147.6591,28147.6591,Malawi
3,01-04-22,114.9330939,34462.16067,34462.16067,Malawi
3,01-05-22,81.34965497,27841.63197,27841.63197,Malawi
3,01-06-22,72.12114334,23615.64154,23615.64154,Malawi
3,01-07-22,63.44520074,20000,20000,Malawi
3,01-08-22,42.35862458,20000,11556.44116,Malawi
3,01-09-22,130.9565832,27374.63191,27374.63191,Malawi
3,01-10-22,36.86258944,20000,20000,Malawi
3,01-11-22,88.83427435,25215.21717,25215.21717,Malawi
3,01-12-22,66.20101492,22334.84863,22334.84863,Malawi
3,01-01-23,190.4074171,58262.72146,58262.72146,Malawi
3,01-02-23,165.8972062,38290.78253,38290.78253,Malawi
3,01-03-23,88.12311968,21556.4616,21556.4616,Malawi
3,01-04-23,34.94332225,20000,20000,Malawi
3,01-05-23,91.04080206,22954.5537,22954.5537,Malawi
3,01-06-23,76.42404434,20000,20000,Malawi
3,01-07-23,190.2975995,43752.52649,23440.65295,Malawi
3,01-08-23,72.36941587,22225.69856,22225.69856,Malawi
3,01-09-23,128.7499852,29593.14755,29593.14755,Malawi
3,01-10-23,52.13026579,20000,17319.61994,Malawi
3,01-11-23,156.9821068,37726.04709,37726.04709,Malawi
3,01-12-23,28.24412794,20000,20000,Malawi
3,01-01-24,18.2761512,20000,20000,Malawi
3,01-02-24,51.47170587,20000,20000,Malawi
3,01-03-24,67.92625922,20784.64139,19010.20389,Malawi
3,01-04-24,127.8604436,33284.70152,33284.70152,Malawi
3,01-05-24,73.66788953,20000,20000,Malawi
3,01-06-24,77.39956463,24564.22649,24564.22649,Malawi
3,01-07-24,51.450192,20000,14224.95067,Malawi
3,01-08-24,171.0596653,41987.58723,41987.58723,Malawi
3,01-09-24,29.89210917,20000,20000,Malawi
3,01-10-24,24.79087978,20000,20000,Malawi
3,01-11-24,108.1127219,27156.34142,27156.34142,Malawi
3,01-12-24,64.71656613,21298.12329,21298.12329,Malawi
4,01-01-20,28.28520254,20000,20000,Malawi
4,01-02-20,212.0761147,48156.45605,48156.45605,Malawi
4,01-03-20,70.65017452,20000,20000,Malawi
4,01-04-20,263.1675076,82598.29682,82598.29682,Malawi
4,01-05-20,108.1886248,23182.9799,23182.9799,Malawi
4,01-06-20,43.187591,20000,20000,Malawi
4,01-07-20,108.7712565,34513.12856,34513.12856,Malawi
4,01-08-20,112.1580343,35643.33932,35643.33932,Malawi
4,01-09-20,126.5408636,30170.61227,30170.61227,Malawi
4,01-10-20,250.7093114,57865.54454,57865.54454,Malawi
4,01-11-20,132.3594395,44672.86242,44672.86242,Malawi
